event_id,order_id,event_type,event_timestamp,source_system
E00002561,O104711,order_shipped,2025-12-27 10:49:12.441053+00:00,backend
E00002562,O102313,order_created,2025-12-15 15:03:17.441053+00:00,mobile
E00002563,O102313,payment_confirmed,2025-12-15 15:06:12.441053+00:00,backend
E00002564,O103214,order_created,2025-12-20 00:10:17.441053+00:00,web
E00002565,O103214,payment_confirmed,2025-12-20 00:13:12.441053+00:00,backend
E00002566,O103214,order_shipped,2025-12-20 04:10:12.441053+00:00,backend
E00002567,O102732,order_created,2025-12-17 15:56:17.441053+00:00,web
E00002568,O102732,payment_confirmed,2025-12-17 15:59:12.441053+00:00,backend
E00002569,O102732,order_shipped,2025-12-17 19:56:12.441053+00:00,backend
E00002570,O101926,order_created,2025-12-13 17:54:17.441053+00:00,web
E00002571,O101926,payment_confirmed,2025-12-13 17:57:12.441053+00:00,backend
E00002572,O101926,order_shipped,2025-12-13 21:54:12.441053+00:00,backend
E00002573,O104227,order_created,2025-12-24 22:21:17.441053+00:00,mobile
E00002574,O104227,payment_confirmed,2025-12-24 22:24:12.441053+00:00,backend
E00002575,O104227,order_shipped,2025-12-25 02:21:12.441053+00:00,backend
E00002576,O104676,order_created,2025-12-27 02:44:17.441053+00:00,web
E00002577,O104676,payment_confirmed,2025-12-27 02:47:12.441053+00:00,backend
E00002578,O104676,order_shipped,2025-12-27 06:44:12.441053+00:00,backend
E00002579,O100800,order_created,2025-12-08 06:32:17.441053+00:00,web
E00002580,O100800,payment_confirmed,2025-12-08 06:35:12.441053+00:00,backend
E00002581,O100800,order_shipped,2025-12-08 10:32:12.441053+00:00,backend
E00002582,O103671,order_created,2025-12-22 05:29:17.441053+00:00,mobile
E00002583,O103671,payment_confirmed,2025-12-22 05:32:12.441053+00:00,backend
E00002584,O103671,order_shipped,2025-12-22 09:29:12.441053+00:00,backend
E00002585,O104193,order_created,2025-12-24 18:23:17.441053+00:00,mobile
E00002586,O104193,payment_confirmed,2025-12-24 18:26:12.441053+00:00,backend
E00002587,O104193,order_shipped,2025-12-24 22:23:12.441053+00:00,backend
E00002588,O102968,order_created,2025-12-18 19:28:17.441053+00:00,web
E00002589,O102968,payment_confirmed,2025-12-18 19:31:12.441053+00:00,backend
E00002590,O102968,order_shipped,2025-12-18 23:28:12.441053+00:00,backend
E00002591,O104793,order_created,2025-12-27 16:23:17.441053+00:00,mobile
E00002592,O104793,payment_confirmed,2025-12-27 16:26:12.441053+00:00,backend
E00002593,O104793,order_shipped,2025-12-27 20:23:12.441053+00:00,backend
E00002594,O104368,order_created,2025-12-25 14:48:17.441053+00:00,web
E00002595,O104368,payment_confirmed,2025-12-25 14:51:12.441053+00:00,backend
E00002596,O104368,order_shipped,2025-12-25 18:48:12.441053+00:00,backend
E00002597,O102776,order_created,2025-12-17 21:04:17.441053+00:00,web
E00002598,O102776,payment_confirmed,2025-12-17 21:07:12.441053+00:00,backend
E00002599,O102970,order_created,2025-12-18 19:42:17.441053+00:00,web
E00002600,O102970,payment_confirmed,2025-12-18 19:45:12.441053+00:00,backend
E00002601,O102970,order_shipped,2025-12-18 23:42:12.441053+00:00,backend
E00002602,O103867,order_created,2025-12-23 04:21:17.441053+00:00,mobile
E00002603,O103867,payment_confirmed,2025-12-23 04:24:12.441053+00:00,backend
E00002604,O103867,order_shipped,2025-12-23 08:21:12.441053+00:00,backend
E00002605,O101743,order_created,2025-12-12 20:33:17.441053+00:00,mobile
E00002606,O101743,payment_confirmed,2025-12-12 20:36:12.441053+00:00,backend
E00002607,O101743,order_shipped,2025-12-13 00:33:12.441053+00:00,backend
E00002608,O103948,order_created,2025-12-23 13:48:17.441053+00:00,web
E00002609,O103948,payment_confirmed,2025-12-23 13:51:12.441053+00:00,backend
E00002610,O103948,order_shipped,2025-12-23 17:48:12.441053+00:00,backend
E00002611,O103802,order_created,2025-12-22 20:46:17.441053+00:00,web
E00002612,O103802,payment_confirmed,2025-12-22 20:49:12.441053+00:00,backend
E00002613,O103802,order_shipped,2025-12-23 00:46:12.441053+00:00,backend
E00002614,O102024,order_created,2025-12-14 05:20:17.441053+00:00,web
E00002615,O102024,payment_confirmed,2025-12-14 05:23:12.441053+00:00,backend
E00002616,O102024,order_shipped,2025-12-14 09:20:12.441053+00:00,backend
E00002617,O102274,order_created,2025-12-15 10:30:17.441053+00:00,web
E00002618,O102274,payment_confirmed,2025-12-15 10:33:12.441053+00:00,backend
E00002619,O102274,order_shipped,2025-12-15 14:30:12.441053+00:00,backend
E00002620,O100099,order_created,2025-12-04 20:45:17.441053+00:00,mobile
E00002621,O100099,payment_confirmed,2025-12-04 20:48:12.441053+00:00,backend
E00002622,O100099,order_shipped,2025-12-05 00:45:12.441053+00:00,backend
E00002623,O104921,order_created,2025-12-28 07:19:17.441053+00:00,mobile
E00002624,O104921,payment_confirmed,2025-12-28 07:22:12.441053+00:00,backend
E00002625,O104921,order_shipped,2025-12-28 11:19:12.441053+00:00,backend
E00002626,O103407,order_created,2025-12-20 22:41:17.441053+00:00,mobile
E00002627,O103407,payment_confirmed,2025-12-20 22:44:12.441053+00:00,backend
E00002628,O103407,order_shipped,2025-12-21 02:41:12.441053+00:00,backend
E00002629,O104245,order_created,2025-12-25 00:27:17.441053+00:00,mobile
E00002630,O104245,payment_confirmed,2025-12-25 00:30:12.441053+00:00,backend
E00002631,O104245,order_shipped,2025-12-25 04:27:12.441053+00:00,backend
E00002632,O104619,order_created,2025-12-26 20:05:17.441053+00:00,mobile
E00002633,O104619,payment_confirmed,2025-12-26 20:08:12.441053+00:00,backend
E00002634,O104619,order_shipped,2025-12-27 00:05:12.441053+00:00,backend
E00002635,O104916,order_created,2025-12-28 06:44:17.441053+00:00,web
E00002636,O104916,payment_confirmed,2025-12-28 06:47:12.441053+00:00,backend
E00002637,O104916,order_shipped,2025-12-28 10:44:12.441053+00:00,backend
E00002638,O100191,order_created,2025-12-05 07:29:17.441053+00:00,mobile
E00002639,O100191,payment_confirmed,2025-12-05 07:32:12.441053+00:00,backend
E00002640,O100191,order_shipped,2025-12-05 11:29:12.441053+00:00,backend
E00002641,O104696,order_created,2025-12-27 05:04:17.441053+00:00,web
E00002642,O104696,payment_confirmed,2025-12-27 05:07:12.441053+00:00,backend
E00002643,O104696,order_shipped,2025-12-27 09:04:12.441053+00:00,backend
E00002644,O101784,order_created,2025-12-13 01:20:17.441053+00:00,web
E00002645,O101784,payment_confirmed,2025-12-13 01:23:12.441053+00:00,backend
E00002646,O101784,order_shipped,2025-12-13 05:20:12.441053+00:00,backend
E00002647,O101532,order_created,2025-12-11 19:56:17.441053+00:00,web
E00002648,O101532,payment_confirmed,2025-12-11 19:59:12.441053+00:00,backend
E00002649,O101532,order_shipped,2025-12-11 23:56:12.441053+00:00,backend
E00002650,O102834,order_created,2025-12-18 03:50:17.441053+00:00,web
E00002651,O102834,payment_confirmed,2025-12-18 03:53:12.441053+00:00,backend
E00002652,O102834,order_shipped,2025-12-18 07:50:12.441053+00:00,backend
E00002653,O104444,order_created,2025-12-25 23:40:17.441053+00:00,web
E00002654,O104444,payment_confirmed,2025-12-25 23:43:12.441053+00:00,backend
E00002655,O104444,order_shipped,2025-12-26 03:40:12.441053+00:00,backend
E00002656,O104915,order_created,2025-12-28 06:37:17.441053+00:00,mobile
E00002657,O104915,payment_confirmed,2025-12-28 06:40:12.441053+00:00,backend
E00002658,O104915,order_shipped,2025-12-28 10:37:12.441053+00:00,backend
E00002659,O101598,order_created,2025-12-12 03:38:17.441053+00:00,web
E00002660,O101598,payment_confirmed,2025-12-12 03:41:12.441053+00:00,backend
E00002661,O101598,order_shipped,2025-12-12 07:38:12.441053+00:00,backend
E00002662,O101779,order_created,2025-12-13 00:45:17.441053+00:00,mobile
E00002663,O101779,payment_confirmed,2025-12-13 00:48:12.441053+00:00,backend
E00002664,O101779,order_shipped,2025-12-13 04:45:12.441053+00:00,backend
E00002665,O104900,order_created,2025-12-28 04:52:17.441053+00:00,web
E00002666,O104900,payment_confirmed,2025-12-28 04:55:12.441053+00:00,backend
E00002667,O104900,order_shipped,2025-12-28 08:52:12.441053+00:00,backend
E00002668,O102574,order_created,2025-12-16 21:30:17.441053+00:00,web
E00002669,O102574,payment_confirmed,2025-12-16 21:33:12.441053+00:00,backend
E00002670,O102574,order_shipped,2025-12-17 01:30:12.441053+00:00,backend
E00002671,O103398,order_created,2025-12-20 21:38:17.441053+00:00,web
E00002672,O103398,payment_confirmed,2025-12-20 21:41:12.441053+00:00,backend
E00002673,O103398,order_shipped,2025-12-21 01:38:12.441053+00:00,backend
E00002674,O103975,order_created,2025-12-23 16:57:17.441053+00:00,mobile
E00002675,O103975,payment_confirmed,2025-12-23 17:00:12.441053+00:00,backend
E00002676,O103975,order_shipped,2025-12-23 20:57:12.441053+00:00,backend
E00002677,O103770,order_created,2025-12-22 17:02:17.441053+00:00,web
E00002678,O103770,payment_confirmed,2025-12-22 17:05:12.441053+00:00,backend
E00002679,O103770,order_shipped,2025-12-22 21:02:12.441053+00:00,backend
E00002680,O100166,order_created,2025-12-05 04:34:17.441053+00:00,web
E00002681,O100166,payment_confirmed,2025-12-05 04:37:12.441053+00:00,backend
E00002682,O100166,order_shipped,2025-12-05 08:34:12.441053+00:00,backend
E00002683,O101751,order_created,2025-12-12 21:29:17.441053+00:00,mobile
E00002684,O101751,payment_confirmed,2025-12-12 21:32:12.441053+00:00,backend
E00002685,O101751,order_shipped,2025-12-13 01:29:12.441053+00:00,backend
E00002686,O101479,order_created,2025-12-11 13:45:17.441053+00:00,mobile
E00002687,O101479,payment_confirmed,2025-12-11 13:48:12.441053+00:00,backend
E00002688,O101479,order_shipped,2025-12-11 17:45:12.441053+00:00,backend
E00002689,O101024,order_created,2025-12-09 08:40:17.441053+00:00,web
E00002690,O101024,payment_confirmed,2025-12-09 08:43:12.441053+00:00,backend
E00002691,O101024,order_shipped,2025-12-09 12:40:12.441053+00:00,backend
E00002692,O101788,order_created,2025-12-13 01:48:17.441053+00:00,web
E00002693,O101788,payment_confirmed,2025-12-13 01:51:12.441053+00:00,backend
E00002694,O101788,order_shipped,2025-12-13 05:48:12.441053+00:00,backend
E00002695,O102264,order_created,2025-12-15 09:20:17.441053+00:00,web
E00002696,O102264,payment_confirmed,2025-12-15 09:23:12.441053+00:00,backend
E00002697,O102264,order_shipped,2025-12-15 13:20:12.441053+00:00,backend
E00002698,O102473,order_created,2025-12-16 09:43:17.441053+00:00,mobile
E00002699,O102473,payment_confirmed,2025-12-16 09:46:12.441053+00:00,backend
E00002700,O102473,order_shipped,2025-12-16 13:43:12.441053+00:00,backend
E00002701,O101822,order_created,2025-12-13 05:46:17.441053+00:00,web
E00002702,O101822,payment_confirmed,2025-12-13 05:49:12.441053+00:00,backend
E00002703,O101822,order_shipped,2025-12-13 09:46:12.441053+00:00,backend
E00002704,O101220,order_created,2025-12-10 07:32:17.441053+00:00,web
E00002705,O101220,payment_confirmed,2025-12-10 07:35:12.441053+00:00,backend
E00002706,O101220,order_shipped,2025-12-10 11:32:12.441053+00:00,backend
E00002707,O101666,order_created,2025-12-12 11:34:17.441053+00:00,web
E00002708,O101666,payment_confirmed,2025-12-12 11:37:12.441053+00:00,backend
E00002709,O101666,order_shipped,2025-12-12 15:34:12.441053+00:00,backend
E00002710,O102960,order_created,2025-12-18 18:32:17.441053+00:00,web
E00002711,O102960,payment_confirmed,2025-12-18 18:35:12.441053+00:00,backend
E00002712,O102960,order_shipped,2025-12-18 22:32:12.441053+00:00,backend
E00002713,O100152,order_created,2025-12-05 02:56:17.441053+00:00,web
E00002714,O100152,payment_confirmed,2025-12-05 02:59:12.441053+00:00,backend
E00002715,O100152,order_shipped,2025-12-05 06:56:12.441053+00:00,backend
E00002716,O102534,order_created,2025-12-16 16:50:17.441053+00:00,web
E00002717,O102534,payment_confirmed,2025-12-16 16:53:12.441053+00:00,backend
E00002718,O102534,order_shipped,2025-12-16 20:50:12.441053+00:00,backend
E00002719,O104688,order_created,2025-12-27 04:08:17.441053+00:00,web
E00002720,O104688,payment_confirmed,2025-12-27 04:11:12.441053+00:00,backend
E00002721,O104688,order_shipped,2025-12-27 08:08:12.441053+00:00,backend
E00002722,O101978,order_created,2025-12-13 23:58:17.441053+00:00,web
E00002723,O101978,payment_confirmed,2025-12-14 00:01:12.441053+00:00,backend
E00002724,O101978,order_shipped,2025-12-14 03:58:12.441053+00:00,backend
E00002725,O101469,order_created,2025-12-11 12:35:17.441053+00:00,mobile
E00002726,O101469,payment_confirmed,2025-12-11 12:38:12.441053+00:00,backend
E00002727,O102807,order_created,2025-12-18 00:41:17.441053+00:00,mobile
E00002728,O102807,payment_confirmed,2025-12-18 00:44:12.441053+00:00,backend
E00002729,O102807,order_shipped,2025-12-18 04:41:12.441053+00:00,backend
E00002730,O102512,order_created,2025-12-16 14:16:17.441053+00:00,web
E00002731,O102512,payment_confirmed,2025-12-16 14:19:12.441053+00:00,backend
E00002732,O102512,order_shipped,2025-12-16 18:16:12.441053+00:00,backend
E00002733,O102943,order_created,2025-12-18 16:33:17.441053+00:00,mobile
E00002734,O102943,payment_confirmed,2025-12-18 16:36:12.441053+00:00,backend
E00002735,O102943,order_shipped,2025-12-18 20:33:12.441053+00:00,backend
E00002736,O102980,order_created,2025-12-18 20:52:17.441053+00:00,web
E00002737,O102980,payment_confirmed,2025-12-18 20:55:12.441053+00:00,backend
E00002738,O102980,order_shipped,2025-12-19 00:52:12.441053+00:00,backend
E00002739,O104822,order_created,2025-12-27 19:46:17.441053+00:00,web
E00002740,O104822,payment_confirmed,2025-12-27 19:49:12.441053+00:00,backend
E00002741,O104822,order_shipped,2025-12-27 23:46:12.441053+00:00,backend
E00002742,O103017,order_created,2025-12-19 01:11:17.441053+00:00,mobile
E00002743,O103017,payment_confirmed,2025-12-19 01:14:12.441053+00:00,backend
E00002744,O103017,order_shipped,2025-12-19 05:11:12.441053+00:00,backend
E00002745,O101566,order_created,2025-12-11 23:54:17.441053+00:00,web
E00002746,O101566,payment_confirmed,2025-12-11 23:57:12.441053+00:00,backend
E00002747,O101566,order_shipped,2025-12-12 03:54:12.441053+00:00,backend
E00002748,O100031,order_created,2025-12-04 12:49:17.441053+00:00,mobile
E00002749,O100031,payment_confirmed,2025-12-04 12:52:12.441053+00:00,backend
E00002750,O100031,order_shipped,2025-12-04 16:49:12.441053+00:00,backend
E00002751,O100937,order_created,2025-12-08 22:31:17.441053+00:00,mobile
E00002752,O100937,payment_confirmed,2025-12-08 22:34:12.441053+00:00,backend
E00002753,O100937,order_shipped,2025-12-09 02:31:12.441053+00:00,backend
E00002754,O101215,order_created,2025-12-10 06:57:17.441053+00:00,mobile
E00002755,O101215,payment_confirmed,2025-12-10 07:00:12.441053+00:00,backend
E00002756,O101215,order_shipped,2025-12-10 10:57:12.441053+00:00,backend
E00002757,O101937,order_created,2025-12-13 19:11:17.441053+00:00,mobile
E00002758,O101937,payment_confirmed,2025-12-13 19:14:12.441053+00:00,backend
E00002759,O101937,order_shipped,2025-12-13 23:11:12.441053+00:00,backend
E00002760,O101129,order_created,2025-12-09 20:55:17.441053+00:00,mobile
E00002761,O101129,payment_confirmed,2025-12-09 20:58:12.441053+00:00,backend
E00002762,O101129,order_shipped,2025-12-10 00:55:12.441053+00:00,backend
E00002763,O100309,order_created,2025-12-05 21:15:17.441053+00:00,mobile
E00002764,O100309,payment_confirmed,2025-12-05 21:18:12.441053+00:00,backend
E00002765,O100309,order_shipped,2025-12-06 01:15:12.441053+00:00,backend
E00002766,O104901,order_created,2025-12-28 04:59:17.441053+00:00,mobile
E00002767,O104901,payment_confirmed,2025-12-28 05:02:12.441053+00:00,backend
E00002768,O104901,order_shipped,2025-12-28 08:59:12.441053+00:00,backend
E00002769,O102168,order_created,2025-12-14 22:08:17.441053+00:00,web
E00002770,O102168,payment_confirmed,2025-12-14 22:11:12.441053+00:00,backend
E00002771,O102168,order_shipped,2025-12-15 02:08:12.441053+00:00,backend
E00002772,O103113,order_created,2025-12-19 12:23:17.441053+00:00,mobile
E00002773,O103113,payment_confirmed,2025-12-19 12:26:12.441053+00:00,backend
E00002774,O103113,order_shipped,2025-12-19 16:23:12.441053+00:00,backend
E00002775,O100495,order_created,2025-12-06 18:57:17.441053+00:00,mobile
E00002776,O100495,payment_confirmed,2025-12-06 19:00:12.441053+00:00,backend
E00002777,O100495,order_shipped,2025-12-06 22:57:12.441053+00:00,backend
E00002778,O100205,order_created,2025-12-05 09:07:17.441053+00:00,mobile
E00002779,O100205,payment_confirmed,2025-12-05 09:10:12.441053+00:00,backend
E00002780,O100205,order_shipped,2025-12-05 13:07:12.441053+00:00,backend
E00002781,O102673,order_created,2025-12-17 09:03:17.441053+00:00,mobile
E00002782,O102673,payment_confirmed,2025-12-17 09:06:12.441053+00:00,backend
E00002783,O102673,order_shipped,2025-12-17 13:03:12.441053+00:00,backend
E00002784,O103357,order_created,2025-12-20 16:51:17.441053+00:00,mobile
E00002785,O103357,payment_confirmed,2025-12-20 16:54:12.441053+00:00,backend
E00002786,O103830,order_created,2025-12-23 00:02:17.441053+00:00,web
E00002787,O103830,payment_confirmed,2025-12-23 00:05:12.441053+00:00,backend
E00002788,O103830,order_shipped,2025-12-23 04:02:12.441053+00:00,backend
E00002789,O100305,order_created,2025-12-05 20:47:17.441053+00:00,mobile
E00002790,O100305,payment_confirmed,2025-12-05 20:50:12.441053+00:00,backend
E00002791,O100305,order_shipped,2025-12-06 00:47:12.441053+00:00,backend
E00002792,O103793,order_created,2025-12-22 19:43:17.441053+00:00,mobile
E00002793,O103793,payment_confirmed,2025-12-22 19:46:12.441053+00:00,backend
E00002794,O103793,order_shipped,2025-12-22 23:43:12.441053+00:00,backend
E00002795,O102201,order_created,2025-12-15 01:59:17.441053+00:00,mobile
E00002796,O102201,payment_confirmed,2025-12-15 02:02:12.441053+00:00,backend
E00002797,O102201,order_shipped,2025-12-15 05:59:12.441053+00:00,backend
E00002798,O101061,order_created,2025-12-09 12:59:17.441053+00:00,mobile
E00002799,O101061,payment_confirmed,2025-12-09 13:02:12.441053+00:00,backend
E00002800,O101061,order_shipped,2025-12-09 16:59:12.441053+00:00,backend
E00002801,O100843,order_created,2025-12-08 11:33:17.441053+00:00,mobile
E00002802,O100843,payment_confirmed,2025-12-08 11:36:12.441053+00:00,backend
E00002803,O100843,order_shipped,2025-12-08 15:33:12.441053+00:00,backend
E00002804,O103872,order_created,2025-12-23 04:56:17.441053+00:00,web
E00002805,O103872,payment_confirmed,2025-12-23 04:59:12.441053+00:00,backend
E00002806,O103872,order_shipped,2025-12-23 08:56:12.441053+00:00,backend
E00002807,O102251,order_created,2025-12-15 07:49:17.441053+00:00,mobile
E00002808,O102251,payment_confirmed,2025-12-15 07:52:12.441053+00:00,backend
E00002809,O102251,order_shipped,2025-12-15 11:49:12.441053+00:00,backend
E00002810,O100211,order_created,2025-12-05 09:49:17.441053+00:00,mobile
E00002811,O100211,payment_confirmed,2025-12-05 09:52:12.441053+00:00,backend
E00002812,O100211,order_shipped,2025-12-05 13:49:12.441053+00:00,backend
E00002813,O103997,order_created,2025-12-23 19:31:17.441053+00:00,mobile
E00002814,O103997,payment_confirmed,2025-12-23 19:34:12.441053+00:00,backend
E00002815,O103997,order_shipped,2025-12-23 23:31:12.441053+00:00,backend
E00002816,O100679,order_created,2025-12-07 16:25:17.441053+00:00,mobile
E00002817,O100679,payment_confirmed,2025-12-07 16:28:12.441053+00:00,backend
E00002818,O100679,order_shipped,2025-12-07 20:25:12.441053+00:00,backend
E00002819,O100565,order_created,2025-12-07 03:07:17.441053+00:00,mobile
E00002820,O100565,payment_confirmed,2025-12-07 03:10:12.441053+00:00,backend
E00002821,O100565,order_shipped,2025-12-07 07:07:12.441053+00:00,backend
E00002822,O103290,order_created,2025-12-20 09:02:17.441053+00:00,web
E00002823,O103290,payment_confirmed,2025-12-20 09:05:12.441053+00:00,backend
E00002824,O103290,order_shipped,2025-12-20 13:02:12.441053+00:00,backend
E00002825,O104354,order_created,2025-12-25 13:10:17.441053+00:00,web
E00002826,O104354,payment_confirmed,2025-12-25 13:13:12.441053+00:00,backend
E00002827,O104354,order_shipped,2025-12-25 17:10:12.441053+00:00,backend
E00002828,O100680,order_created,2025-12-07 16:32:17.441053+00:00,web
E00002829,O100680,payment_confirmed,2025-12-07 16:35:12.441053+00:00,backend
E00002830,O100680,order_shipped,2025-12-07 20:32:12.441053+00:00,backend
E00002831,O100180,order_created,2025-12-05 06:12:17.441053+00:00,web
E00002832,O100180,payment_confirmed,2025-12-05 06:15:12.441053+00:00,backend
E00002833,O100180,order_shipped,2025-12-05 10:12:12.441053+00:00,backend
E00002834,O104279,order_created,2025-12-25 04:25:17.441053+00:00,mobile
E00002835,O104279,payment_confirmed,2025-12-25 04:28:12.441053+00:00,backend
E00002836,O104279,order_shipped,2025-12-25 08:25:12.441053+00:00,backend
E00002837,O102495,order_created,2025-12-16 12:17:17.441053+00:00,mobile
E00002838,O102495,payment_confirmed,2025-12-16 12:20:12.441053+00:00,backend
E00002839,O102495,order_shipped,2025-12-16 16:17:12.441053+00:00,backend
E00002840,O102316,order_created,2025-12-15 15:24:17.441053+00:00,web
E00002841,O102316,payment_confirmed,2025-12-15 15:27:12.441053+00:00,backend
E00002842,O102316,order_shipped,2025-12-15 19:24:12.441053+00:00,backend
E00002843,O104273,order_created,2025-12-25 03:43:17.441053+00:00,mobile
E00002844,O104273,payment_confirmed,2025-12-25 03:46:12.441053+00:00,backend
E00002845,O104273,order_shipped,2025-12-25 07:43:12.441053+00:00,backend
E00002846,O100278,order_created,2025-12-05 17:38:17.441053+00:00,web
E00002847,O100278,payment_confirmed,2025-12-05 17:41:12.441053+00:00,backend
E00002848,O100278,order_shipped,2025-12-05 21:38:12.441053+00:00,backend
E00002849,O103683,order_created,2025-12-22 06:53:17.441053+00:00,mobile
E00002850,O103683,payment_confirmed,2025-12-22 06:56:12.441053+00:00,backend
E00002851,O103683,order_shipped,2025-12-22 10:53:12.441053+00:00,backend
E00002852,O104762,order_created,2025-12-27 12:46:17.441053+00:00,web
E00002853,O104762,payment_confirmed,2025-12-27 12:49:12.441053+00:00,backend
E00002854,O104762,order_shipped,2025-12-27 16:46:12.441053+00:00,backend
E00002855,O100432,order_created,2025-12-06 11:36:17.441053+00:00,web
E00002856,O100432,payment_confirmed,2025-12-06 11:39:12.441053+00:00,backend
E00002857,O100432,order_shipped,2025-12-06 15:36:12.441053+00:00,backend
E00002858,O100289,order_created,2025-12-05 18:55:17.441053+00:00,mobile
E00002859,O100289,payment_confirmed,2025-12-05 18:58:12.441053+00:00,backend
E00002860,O100289,order_shipped,2025-12-05 22:55:12.441053+00:00,backend
E00002861,O101027,order_created,2025-12-09 09:01:17.441053+00:00,mobile
E00002862,O101027,payment_confirmed,2025-12-09 09:04:12.441053+00:00,backend
E00002863,O101027,order_shipped,2025-12-09 13:01:12.441053+00:00,backend
E00002864,O100535,order_created,2025-12-06 23:37:17.441053+00:00,mobile
E00002865,O100535,payment_confirmed,2025-12-06 23:40:12.441053+00:00,backend
E00002866,O100535,order_shipped,2025-12-07 03:37:12.441053+00:00,backend
E00002867,O103631,order_created,2025-12-22 00:49:17.441053+00:00,mobile
E00002868,O103631,payment_confirmed,2025-12-22 00:52:12.441053+00:00,backend
E00002869,O103631,order_shipped,2025-12-22 04:49:12.441053+00:00,backend
E00002870,O100188,order_created,2025-12-05 07:08:17.441053+00:00,web
E00002871,O100188,payment_confirmed,2025-12-05 07:11:12.441053+00:00,backend
E00002872,O100188,order_shipped,2025-12-05 11:08:12.441053+00:00,backend
E00002873,O102174,order_created,2025-12-14 22:50:17.441053+00:00,web
E00002874,O102174,payment_confirmed,2025-12-14 22:53:12.441053+00:00,backend
E00002875,O102174,order_shipped,2025-12-15 02:50:12.441053+00:00,backend
E00002876,O103915,order_created,2025-12-23 09:57:17.441053+00:00,mobile
E00002877,O103915,payment_confirmed,2025-12-23 10:00:12.441053+00:00,backend
E00002878,O103915,order_shipped,2025-12-23 13:57:12.441053+00:00,backend
E00002879,O101862,order_created,2025-12-13 10:26:17.441053+00:00,web
E00002880,O101862,payment_confirmed,2025-12-13 10:29:12.441053+00:00,backend
E00002881,O101862,order_shipped,2025-12-13 14:26:12.441053+00:00,backend
E00002882,O100270,order_created,2025-12-05 16:42:17.441053+00:00,web
E00002883,O100270,order_shipped,2025-12-05 20:42:12.441053+00:00,backend
E00002884,O101728,order_created,2025-12-12 18:48:17.441053+00:00,web
E00002885,O101728,payment_confirmed,2025-12-12 18:51:12.441053+00:00,backend
E00002886,O101728,order_shipped,2025-12-12 22:48:12.441053+00:00,backend
E00002887,O104075,order_created,2025-12-24 04:37:17.441053+00:00,mobile
E00002888,O104075,payment_confirmed,2025-12-24 04:40:12.441053+00:00,backend
E00002889,O104075,order_shipped,2025-12-24 08:37:12.441053+00:00,backend
E00002890,O102157,order_created,2025-12-14 20:51:17.441053+00:00,mobile
E00002891,O102157,order_shipped,2025-12-15 00:51:12.441053+00:00,backend
E00002892,O103931,order_created,2025-12-23 11:49:17.441053+00:00,mobile
E00002893,O103931,payment_confirmed,2025-12-23 11:52:12.441053+00:00,backend
E00002894,O103931,order_shipped,2025-12-23 15:49:12.441053+00:00,backend
E00002895,O100111,order_created,2025-12-04 22:09:17.441053+00:00,mobile
E00002896,O100111,payment_confirmed,2025-12-04 22:12:12.441053+00:00,backend
E00002897,O100111,order_shipped,2025-12-05 02:09:12.441053+00:00,backend
E00002898,O102384,order_created,2025-12-15 23:20:17.441053+00:00,web
E00002899,O102384,payment_confirmed,2025-12-15 23:23:12.441053+00:00,backend
E00002900,O102384,order_shipped,2025-12-16 03:20:12.441053+00:00,backend
E00002901,O100220,order_created,2025-12-05 10:52:17.441053+00:00,web
E00002902,O100220,payment_confirmed,2025-12-05 10:55:12.441053+00:00,backend
E00002903,O100220,order_shipped,2025-12-05 14:52:12.441053+00:00,backend
E00002904,O100627,order_created,2025-12-07 10:21:17.441053+00:00,mobile
E00002905,O100627,payment_confirmed,2025-12-07 10:24:12.441053+00:00,backend
E00002906,O100627,order_shipped,2025-12-07 14:21:12.441053+00:00,backend
E00002907,O101181,order_created,2025-12-10 02:59:17.441053+00:00,mobile
E00002908,O101181,payment_confirmed,2025-12-10 03:02:12.441053+00:00,backend
E00002909,O101181,order_shipped,2025-12-10 06:59:12.441053+00:00,backend
E00002910,O103381,order_created,2025-12-20 19:39:17.441053+00:00,mobile
E00002911,O103381,payment_confirmed,2025-12-20 19:42:12.441053+00:00,backend
E00002912,O103381,order_shipped,2025-12-20 23:39:12.441053+00:00,backend
E00002913,O102422,order_created,2025-12-16 03:46:17.441053+00:00,web
E00002914,O102422,payment_confirmed,2025-12-16 03:49:12.441053+00:00,backend
E00002915,O102422,order_shipped,2025-12-16 07:46:12.441053+00:00,backend
E00002916,O100790,order_created,2025-12-08 05:22:17.441053+00:00,web
E00002917,O100790,payment_confirmed,2025-12-08 05:25:12.441053+00:00,backend
E00002918,O100790,order_shipped,2025-12-08 09:22:12.441053+00:00,backend
E00002919,O104275,order_created,2025-12-25 03:57:17.441053+00:00,mobile
E00002920,O104275,payment_confirmed,2025-12-25 04:00:12.441053+00:00,backend
E00002921,O104275,order_shipped,2025-12-25 07:57:12.441053+00:00,backend
E00002922,O100461,order_created,2025-12-06 14:59:17.441053+00:00,mobile
E00002923,O100461,payment_confirmed,2025-12-06 15:02:12.441053+00:00,backend
E00002924,O100461,order_shipped,2025-12-06 18:59:12.441053+00:00,backend
E00002925,O104402,order_created,2025-12-25 18:46:17.441053+00:00,web
E00002926,O104402,payment_confirmed,2025-12-25 18:49:12.441053+00:00,backend
E00002927,O104402,order_shipped,2025-12-25 22:46:12.441053+00:00,backend
