order_id,customer_id,order_created_at,order_amount,currency,order_status
O102832,C10432,2025-12-19 02:24:49.631991+00:00,48.0,EUR,completed
O102833,C10433,2025-12-19 02:31:49.631991+00:00,49.5,EUR,completed
O102834,C10434,2025-12-19 02:38:49.631991+00:00,51.0,EUR,completed
O102835,C10435,2025-12-19 02:45:49.631991+00:00,52.5,EUR,completed
O102836,C10436,2025-12-19 02:52:49.631991+00:00,54.0,EUR,completed
O102837,C10437,2025-12-19 02:59:49.631991+00:00,55.5,EUR,completed
O102838,C10438,2025-12-19 03:06:49.631991+00:00,57.0,EUR,cancelled
O102839,C10439,2025-12-19 03:13:49.631991+00:00,58.5,EUR,completed
O102840,C10440,2025-12-19 03:20:49.631991+00:00,60.0,EUR,completed
O102841,C10441,2025-12-19 03:27:49.631991+00:00,61.5,EUR,completed
O102842,C10442,2025-12-19 03:34:49.631991+00:00,63.0,EUR,completed
O102843,C10443,2025-12-19 03:41:49.631991+00:00,64.5,EUR,completed
O102844,C10444,2025-12-19 03:48:49.631991+00:00,66.0,EUR,completed
O102845,C10445,2025-12-19 03:55:49.631991+00:00,67.5,EUR,completed
O102846,C10446,2025-12-19 04:02:49.631991+00:00,69.0,EUR,completed
O102847,C10447,2025-12-19 04:09:49.631991+00:00,70.5,EUR,completed
O102848,C10448,2025-12-19 04:16:49.631991+00:00,72.0,EUR,completed
O102849,C10449,2025-12-19 04:23:49.631991+00:00,73.5,EUR,cancelled
O102850,C10450,2025-12-19 04:30:49.631991+00:00,75.0,EUR,completed
O102851,C10451,2025-12-19 04:37:49.631991+00:00,76.5,EUR,completed
O102852,C10452,2025-12-19 04:44:49.631991+00:00,78.0,EUR,completed
O102853,C10453,2025-12-19 04:51:49.631991+00:00,79.5,EUR,cancelled
O102854,C10454,2025-12-19 04:58:49.631991+00:00,81.0,EUR,cancelled
O102855,C10455,2025-12-19 05:05:49.631991+00:00,82.5,EUR,completed
O102856,C10456,2025-12-19 05:12:49.631991+00:00,84.0,EUR,completed
O102857,C10457,2025-12-19 05:19:49.631991+00:00,85.5,EUR,completed
O102858,C10458,2025-12-19 05:26:49.631991+00:00,87.0,EUR,completed
O102859,C10459,2025-12-19 05:33:49.631991+00:00,88.5,EUR,completed
O102860,C10460,2025-12-19 05:40:49.631991+00:00,90.0,EUR,completed
O102861,C10461,2025-12-19 05:47:49.631991+00:00,91.5,EUR,completed
O102862,C10462,2025-12-19 05:54:49.631991+00:00,93.0,EUR,completed
O102863,C10463,2025-12-19 06:01:49.631991+00:00,94.5,EUR,completed
O102864,C10464,2025-12-19 06:08:49.631991+00:00,96.0,EUR,completed
O102865,C10465,2025-12-19 06:15:49.631991+00:00,97.5,EUR,completed
O102866,C10466,2025-12-19 06:22:49.631991+00:00,99.0,EUR,completed
O102867,C10467,2025-12-19 06:29:49.631991+00:00,100.5,EUR,completed
O102868,C10468,2025-12-19 06:36:49.631991+00:00,102.0,EUR,completed
O102869,C10469,2025-12-19 06:43:49.631991+00:00,103.5,EUR,completed
O102870,C10470,2025-12-19 06:50:49.631991+00:00,105.0,EUR,cancelled
O102871,C10471,2025-12-19 06:57:49.631991+00:00,106.5,EUR,completed
O102872,C10472,2025-12-19 07:04:49.631991+00:00,108.0,EUR,completed
O102873,C10473,2025-12-19 07:11:49.631991+00:00,109.5,EUR,refunded
O102874,C10474,2025-12-19 07:18:49.631991+00:00,111.0,EUR,completed
O102875,C10475,2025-12-19 07:25:49.631991+00:00,112.5,EUR,completed
O102876,C10476,2025-12-19 07:32:49.631991+00:00,114.0,EUR,completed
O102877,C10477,2025-12-19 07:39:49.631991+00:00,115.5,EUR,completed
O102878,C10478,2025-12-19 07:46:49.631991+00:00,117.0,EUR,completed
O102879,C10479,2025-12-19 07:53:49.631991+00:00,118.5,EUR,completed
O102880,C10480,2025-12-19 08:00:49.631991+00:00,120.0,EUR,completed
O102881,C10481,2025-12-19 08:07:49.631991+00:00,121.5,EUR,completed
O102882,C10482,2025-12-19 08:14:49.631991+00:00,123.0,EUR,completed
O102883,C10483,2025-12-19 08:21:49.631991+00:00,124.5,EUR,completed
O102884,C10484,2025-12-19 08:28:49.631991+00:00,126.0,EUR,completed
O102885,C10485,2025-12-19 08:35:49.631991+00:00,127.5,EUR,completed
O102886,C10486,2025-12-19 08:42:49.631991+00:00,-10.0,EUR,cancelled
O102887,C10487,2025-12-19 08:49:49.631991+00:00,130.5,EUR,completed
O102888,C10488,2025-12-19 08:56:49.631991+00:00,132.0,EUR,completed
O102889,C10489,2025-12-19 09:03:49.631991+00:00,133.5,EUR,completed
O102890,C10490,2025-12-19 09:10:49.631991+00:00,135.0,EUR,completed
O102891,C10491,2025-12-19 09:17:49.631991+00:00,136.5,EUR,completed
O102892,C10492,2025-12-19 09:24:49.631991+00:00,138.0,EUR,refunded
O102893,C10493,2025-12-19 09:31:49.631991+00:00,139.5,EUR,cancelled
O102894,C10494,2025-12-19 09:38:49.631991+00:00,141.0,EUR,completed
O102895,C10495,2025-12-19 09:45:49.631991+00:00,142.5,EUR,completed
O102896,C10496,2025-12-19 09:52:49.631991+00:00,144.0,EUR,completed
O102897,C10497,2025-12-19 09:59:49.631991+00:00,145.5,EUR,completed
O102898,C10498,2025-12-19 10:06:49.631991+00:00,147.0,EUR,completed
O102899,C10499,2025-12-19 10:13:49.631991+00:00,148.5,EUR,completed
O102900,C10500,2025-12-19 10:20:49.631991+00:00,150.0,EUR,completed
O102901,C10501,2025-12-19 10:27:49.631991+00:00,151.5,EUR,cancelled
O102902,C10502,2025-12-19 10:34:49.631991+00:00,153.0,EUR,cancelled
O102903,C10503,2025-12-19 10:41:49.631991+00:00,154.5,EUR,completed
O102904,C10504,2025-12-19 10:48:49.631991+00:00,156.0,EUR,completed
O102905,C10505,2025-12-19 10:55:49.631991+00:00,157.5,EUR,completed
O102906,C10506,2025-12-19 11:02:49.631991+00:00,159.0,EUR,completed
O102907,C10507,2025-12-19 11:09:49.631991+00:00,160.5,EUR,completed
O102908,C10508,2025-12-19 11:16:49.631991+00:00,162.0,EUR,completed
O102909,C10509,2025-12-19 11:23:49.631991+00:00,163.5,EUR,completed
O102910,C10510,2025-12-19 11:30:49.631991+00:00,165.0,EUR,completed
O102911,C10511,2025-12-19 11:37:49.631991+00:00,166.5,EUR,completed
O102912,C10512,2025-12-19 11:44:49.631991+00:00,168.0,EUR,completed
O102913,C10513,2025-12-19 11:51:49.631991+00:00,169.5,EUR,completed
O102914,C10514,2025-12-19 11:58:49.631991+00:00,171.0,EUR,completed
O102915,C10515,2025-12-19 12:05:49.631991+00:00,172.5,EUR,completed
O102916,C10516,2025-12-19 12:12:49.631991+00:00,174.0,EUR,completed
O102917,C10517,2025-12-19 12:19:49.631991+00:00,175.5,EUR,completed
O102918,C10518,2025-12-19 12:26:49.631991+00:00,177.0,EUR,completed
O102919,C10519,2025-12-19 12:33:49.631991+00:00,178.5,EUR,completed
O102920,C10520,2025-12-19 12:40:49.631991+00:00,180.0,EUR,completed
O102921,C10521,2025-12-19 12:47:49.631991+00:00,181.5,EUR,completed
O102922,C10522,2025-12-19 12:54:49.631991+00:00,183.0,EUR,completed
O102923,C10523,2025-12-19 13:01:49.631991+00:00,184.5,EUR,completed
O102924,C10524,2025-12-19 13:08:49.631991+00:00,186.0,EUR,completed
O102925,C10525,2025-12-19 13:15:49.631991+00:00,187.5,EUR,completed
O102926,C10526,2025-12-19 13:22:49.631991+00:00,189.0,EUR,cancelled
O102927,C10527,2025-12-19 13:29:49.631991+00:00,190.5,EUR,completed
O102928,C10528,2025-12-19 13:36:49.631991+00:00,192.0,EUR,completed
O102929,C10529,2025-12-19 13:43:49.631991+00:00,193.5,EUR,completed
O102930,C10530,2025-12-19 13:50:49.631991+00:00,195.0,EUR,completed
O102931,C10531,2025-12-19 13:57:49.631991+00:00,196.5,EUR,refunded
O102932,C10532,2025-12-19 14:04:49.631991+00:00,198.0,EUR,completed
O102933,C10533,2025-12-19 14:11:49.631991+00:00,199.5,EUR,completed
O102934,C10534,2025-12-19 14:18:49.631991+00:00,201.0,EUR,completed
O102935,C10535,2025-12-19 14:25:49.631991+00:00,202.5,EUR,completed
O102936,C10536,2025-12-19 14:32:49.631991+00:00,204.0,EUR,completed
O102937,C10537,2025-12-19 14:39:49.631991+00:00,205.5,EUR,completed
O102938,,2025-12-19 14:46:49.631991+00:00,207.0,EUR,completed
O102939,C10539,2025-12-19 14:53:49.631991+00:00,208.5,EUR,completed
O102940,C10540,2025-12-19 15:00:49.631991+00:00,210.0,EUR,cancelled
O102941,C10541,2025-12-19 15:07:49.631991+00:00,211.5,EUR,completed
O102942,C10542,2025-12-19 15:14:49.631991+00:00,213.0,EUR,completed
O102943,C10543,2025-12-19 15:21:49.631991+00:00,214.5,EUR,completed
O102944,C10544,2025-12-19 15:28:49.631991+00:00,216.0,EUR,completed
O102945,C10545,2025-12-19 15:35:49.631991+00:00,217.5,EUR,completed
O102946,C10546,2025-12-19 15:42:49.631991+00:00,219.0,EUR,completed
O102947,C10547,2025-12-19 15:49:49.631991+00:00,220.5,EUR,completed
O102948,C10548,2025-12-19 15:56:49.631991+00:00,222.0,EUR,completed
O102949,C10549,2025-12-19 16:03:49.631991+00:00,223.5,EUR,completed
O102950,C10550,2025-12-19 16:10:49.631991+00:00,225.0,EUR,completed
O102951,C10551,2025-12-19 16:17:49.631991+00:00,226.5,EUR,completed
O102952,C10552,2025-12-19 16:24:49.631991+00:00,228.0,EUR,completed
O102953,C10553,2025-12-19 16:31:49.631991+00:00,229.5,EUR,completed
O102954,C10554,2025-12-19 16:38:49.631991+00:00,231.0,EUR,completed
O102955,C10555,2025-12-19 16:45:49.631991+00:00,232.5,EUR,completed
O102956,C10556,2025-12-19 16:52:49.631991+00:00,234.0,EUR,completed
O102957,C10557,2025-12-19 16:59:49.631991+00:00,235.5,EUR,completed
O102958,C10558,2025-12-19 17:06:49.631991+00:00,237.0,EUR,completed
O102959,C10559,2025-12-19 17:13:49.631991+00:00,238.5,EUR,completed
O102960,C10560,2025-12-19 17:20:49.631991+00:00,240.0,EUR,completed
O102961,C10561,2025-12-19 17:27:49.631991+00:00,241.5,EUR,completed
O102962,C10562,2025-12-19 17:34:49.631991+00:00,243.0,EUR,completed
O102963,C10563,2025-12-19 17:41:49.631991+00:00,244.5,EUR,completed
O102964,C10564,2025-12-19 17:48:49.631991+00:00,246.0,EUR,completed
O102965,C10565,2025-12-19 17:55:49.631991+00:00,247.5,EUR,completed
O102966,C10566,2025-12-19 18:02:49.631991+00:00,249.0,EUR,cancelled
O102967,C10567,2025-12-19 18:09:49.631991+00:00,250.5,EUR,completed
O102968,C10568,2025-12-19 18:16:49.631991+00:00,252.0,EUR,completed
O102969,C10569,2025-12-19 18:23:49.631991+00:00,253.5,EUR,cancelled
O102970,C10570,2025-12-19 18:30:49.631991+00:00,255.0,EUR,completed
O102971,C10571,2025-12-19 18:37:49.631991+00:00,256.5,EUR,completed
O102972,C10572,2025-12-19 18:44:49.631991+00:00,258.0,EUR,cancelled
O102973,C10573,2025-12-19 18:51:49.631991+00:00,259.5,EUR,completed
O102974,C10574,2025-12-19 18:58:49.631991+00:00,261.0,EUR,cancelled
O102975,C10575,2025-12-19 19:05:49.631991+00:00,262.5,EUR,completed
O102976,C10576,2025-12-19 19:12:49.631991+00:00,264.0,EUR,completed
O102977,C10577,2025-12-19 19:19:49.631991+00:00,265.5,EUR,completed
O102978,C10578,2025-12-19 19:26:49.631991+00:00,267.0,EUR,completed
O102979,C10579,2025-12-19 19:33:49.631991+00:00,268.5,EUR,completed
O102980,C10580,2025-12-19 19:40:49.631991+00:00,270.0,EUR,completed
O102981,C10581,2025-12-19 19:47:49.631991+00:00,271.5,EUR,completed
O102982,C10582,2025-12-19 19:54:49.631991+00:00,273.0,EUR,cancelled
O102983,C10583,2025-12-19 20:01:49.631991+00:00,274.5,EUR,completed
O102984,C10584,2025-12-19 20:08:49.631991+00:00,276.0,EUR,completed
O102985,C10585,2025-12-19 20:15:49.631991+00:00,277.5,EUR,completed
O102986,C10586,2025-12-19 20:22:49.631991+00:00,279.0,EUR,completed
O102987,C10587,2025-12-19 20:29:49.631991+00:00,280.5,EUR,completed
O102988,C10588,2025-12-19 20:36:49.631991+00:00,282.0,EUR,completed
O102989,C10589,2025-12-19 20:43:49.631991+00:00,283.5,EUR,completed
O102990,C10590,2025-12-19 20:50:49.631991+00:00,285.0,EUR,completed
O102991,C10591,2025-12-19 20:57:49.631991+00:00,286.5,EUR,completed
O102992,C10592,2025-12-19 21:04:49.631991+00:00,288.0,EUR,completed
O102993,C10593,2025-12-19 21:11:49.631991+00:00,289.5,EUR,cancelled
O102994,C10594,2025-12-19 21:18:49.631991+00:00,291.0,EUR,completed
O102995,C10595,2025-12-19 21:25:49.631991+00:00,292.5,EUR,cancelled
O102996,C10596,2025-12-19 21:32:49.631991+00:00,294.0,EUR,completed
O102997,C10597,2025-12-19 21:39:49.631991+00:00,295.5,EUR,completed
O102998,C10598,2025-12-19 21:46:49.631991+00:00,297.0,EUR,completed
O102999,C10599,2025-12-19 21:53:49.631991+00:00,298.5,EUR,completed
O103000,C10600,2025-12-19 22:00:49.631991+00:00,0.0,EUR,completed
O103001,C10601,2025-12-19 22:07:49.631991+00:00,1.5,EUR,completed
O103002,C10602,2025-12-19 22:14:49.631991+00:00,3.0,EUR,completed
O103003,C10603,2025-12-19 22:21:49.631991+00:00,4.5,EUR,completed
O103004,C10604,2025-12-19 22:28:49.631991+00:00,6.0,EUR,completed
O103005,C10605,2025-12-19 22:35:49.631991+00:00,7.5,EUR,completed
O103006,C10606,2025-12-19 22:42:49.631991+00:00,9.0,EUR,completed
O103007,C10607,2025-12-19 22:49:49.631991+00:00,10.5,EUR,completed
O103008,C10608,2025-12-19 22:56:49.631991+00:00,12.0,EUR,completed
O103009,C10609,2025-12-19 23:03:49.631991+00:00,13.5,EUR,completed
O103010,C10610,2025-12-19 23:10:49.631991+00:00,15.0,EUR,completed
O103011,C10611,2025-12-19 23:17:49.631991+00:00,16.5,EUR,completed
O103012,C10612,2025-12-19 23:24:49.631991+00:00,18.0,EUR,completed
O103013,C10613,2025-12-19 23:31:49.631991+00:00,19.5,EUR,completed
O103014,C10614,2025-12-19 23:38:49.631991+00:00,21.0,EUR,completed
O103015,C10615,2025-12-19 23:45:49.631991+00:00,22.5,EUR,completed
O103016,C10616,2025-12-19 23:52:49.631991+00:00,24.0,EUR,completed
O103017,C10617,2025-12-19 23:59:49.631991+00:00,25.5,EUR,completed
O103018,C10618,2025-12-20 00:06:49.631991+00:00,27.0,EUR,cancelled
O103019,C10619,2025-12-20 00:13:49.631991+00:00,28.5,EUR,completed
O103020,C10620,2025-12-20 00:20:49.631991+00:00,-10.0,EUR,completed
O103021,C10621,2025-12-20 00:27:49.631991+00:00,31.5,EUR,completed
O103022,C10622,2025-12-20 00:34:49.631991+00:00,33.0,EUR,completed
O103023,C10623,2025-12-20 00:41:49.631991+00:00,34.5,EUR,completed
O103024,C10624,2025-12-20 00:48:49.631991+00:00,36.0,EUR,completed
O103025,C10625,2025-12-20 00:55:49.631991+00:00,37.5,EUR,completed
O103026,C10626,2025-12-20 01:02:49.631991+00:00,39.0,EUR,completed
O103027,C10627,2025-12-20 01:09:49.631991+00:00,40.5,EUR,completed
O103028,C10628,2025-12-20 01:16:49.631991+00:00,42.0,EUR,completed
O103029,C10629,2025-12-20 01:23:49.631991+00:00,43.5,EUR,completed
O103030,C10630,2025-12-20 01:30:49.631991+00:00,45.0,EUR,completed
O103031,C10631,2025-12-20 01:37:49.631991+00:00,46.5,EUR,completed
O103032,C10632,2025-12-20 01:44:49.631991+00:00,48.0,EUR,completed
O103033,C10633,2025-12-20 01:51:49.631991+00:00,49.5,EUR,completed
O103034,C10634,2025-12-20 01:58:49.631991+00:00,51.0,EUR,completed
O103035,C10635,2025-12-20 02:05:49.631991+00:00,52.5,EUR,completed
O103036,C10636,2025-12-20 02:12:49.631991+00:00,54.0,EUR,completed
O103037,C10637,2025-12-20 02:19:49.631991+00:00,55.5,EUR,completed
O103038,C10638,2025-12-20 02:26:49.631991+00:00,57.0,EUR,completed
O103039,C10639,2025-12-20 02:33:49.631991+00:00,58.5,EUR,completed
O103040,C10640,2025-12-20 02:40:49.631991+00:00,60.0,EUR,completed
O103041,C10641,2025-12-20 02:47:49.631991+00:00,61.5,EUR,completed
O103042,C10642,2025-12-20 02:54:49.631991+00:00,63.0,EUR,completed
O103043,C10643,2025-12-20 03:01:49.631991+00:00,64.5,EUR,completed
O103044,C10644,2025-12-20 03:08:49.631991+00:00,66.0,EUR,completed
O103045,C10645,2025-12-20 03:15:49.631991+00:00,67.5,EUR,completed
O103046,C10646,2025-12-20 03:22:49.631991+00:00,69.0,EUR,completed
O103047,C10647,2025-12-20 03:29:49.631991+00:00,70.5,EUR,completed
O103048,C10648,2025-12-20 03:36:49.631991+00:00,72.0,EUR,completed
O103049,C10649,2025-12-20 03:43:49.631991+00:00,73.5,EUR,completed
O103050,C10650,2025-12-20 03:50:49.631991+00:00,75.0,EUR,completed
O103051,C10651,2025-12-20 03:57:49.631991+00:00,76.5,EUR,cancelled
O103052,C10652,2025-12-20 04:04:49.631991+00:00,78.0,EUR,completed
O103053,C10653,2025-12-20 04:11:49.631991+00:00,79.5,EUR,completed
O103054,C10654,2025-12-20 04:18:49.631991+00:00,81.0,EUR,completed
O103055,C10655,2025-12-20 04:25:49.631991+00:00,82.5,EUR,completed
O103056,C10656,2025-12-20 04:32:49.631991+00:00,84.0,EUR,completed
O103057,C10657,2025-12-20 04:39:49.631991+00:00,85.5,EUR,completed
O103058,C10658,2025-12-20 04:46:49.631991+00:00,87.0,EUR,completed
O103059,C10659,2025-12-20 04:53:49.631991+00:00,88.5,EUR,completed
O103060,C10660,2025-12-20 05:00:49.631991+00:00,90.0,EUR,completed
O103061,C10661,2025-12-20 05:07:49.631991+00:00,91.5,EUR,completed
O103062,C10662,2025-12-20 05:14:49.631991+00:00,93.0,EUR,completed
O103063,C10663,2025-12-20 05:21:49.631991+00:00,94.5,EUR,completed
O103064,C10664,2025-12-20 05:28:49.631991+00:00,96.0,EUR,completed
O103065,C10665,2025-12-20 05:35:49.631991+00:00,97.5,EUR,completed
O103066,C10666,2025-12-20 05:42:49.631991+00:00,99.0,EUR,completed
O103067,C10667,2025-12-20 05:49:49.631991+00:00,100.5,EUR,completed
O103068,C10668,2025-12-20 05:56:49.631991+00:00,102.0,EUR,completed
O103069,C10669,2025-12-20 06:03:49.631991+00:00,103.5,EUR,completed
O103070,C10670,2025-12-20 06:10:49.631991+00:00,105.0,EUR,completed
O103071,C10671,2025-12-20 06:17:49.631991+00:00,106.5,EUR,completed
O103072,C10672,2025-12-20 06:24:49.631991+00:00,108.0,EUR,completed
O103073,C10673,2025-12-20 06:31:49.631991+00:00,109.5,EUR,completed
O103074,C10674,2025-12-20 06:38:49.631991+00:00,111.0,EUR,completed
O103075,C10675,2025-12-20 06:45:49.631991+00:00,112.5,EUR,completed
O103076,C10676,2025-12-20 06:52:49.631991+00:00,114.0,EUR,cancelled
O103077,C10677,2025-12-20 06:59:49.631991+00:00,115.5,EUR,completed
O103078,C10678,2025-12-20 07:06:49.631991+00:00,117.0,EUR,completed
O103079,C10679,2025-12-20 07:13:49.631991+00:00,118.5,EUR,completed
O103080,C10680,2025-12-20 07:20:49.631991+00:00,120.0,EUR,completed
O103081,C10681,2025-12-20 07:27:49.631991+00:00,121.5,EUR,completed
O103082,C10682,2025-12-20 07:34:49.631991+00:00,123.0,EUR,completed
O103083,C10683,2025-12-20 07:41:49.631991+00:00,124.5,EUR,completed
O103084,C10684,2025-12-20 07:48:49.631991+00:00,126.0,EUR,completed
O103085,C10685,2025-12-20 07:55:49.631991+00:00,127.5,EUR,completed
O103086,C10686,2025-12-20 08:02:49.631991+00:00,129.0,EUR,completed
O103087,C10687,2025-12-20 08:09:49.631991+00:00,130.5,EUR,completed
O103088,C10688,2025-12-20 08:16:49.631991+00:00,132.0,EUR,completed
O103089,C10689,2025-12-20 08:23:49.631991+00:00,133.5,EUR,completed
O103090,C10690,2025-12-20 08:30:49.631991+00:00,135.0,EUR,completed
O103091,C10691,2025-12-20 08:37:49.631991+00:00,136.5,EUR,completed
O103092,C10692,2025-12-20 08:44:49.631991+00:00,138.0,EUR,completed
O103093,C10693,2025-12-20 08:51:49.631991+00:00,139.5,EUR,completed
O103094,C10694,2025-12-20 08:58:49.631991+00:00,141.0,EUR,completed
O103095,C10695,2025-12-20 09:05:49.631991+00:00,142.5,EUR,completed
O103096,C10696,2025-12-20 09:12:49.631991+00:00,144.0,EUR,completed
O103097,C10697,2025-12-20 09:19:49.631991+00:00,145.5,EUR,completed
O103098,C10698,2025-12-20 09:26:49.631991+00:00,147.0,EUR,completed
O103099,C10699,2025-12-20 09:33:49.631991+00:00,148.5,EUR,completed
O103100,C10700,2025-12-20 09:40:49.631991+00:00,150.0,EUR,completed
O103101,C10701,2025-12-20 09:47:49.631991+00:00,151.5,EUR,completed
O103102,C10702,2025-12-20 09:54:49.631991+00:00,153.0,EUR,completed
O103103,C10703,2025-12-20 10:01:49.631991+00:00,154.5,EUR,completed
O103104,C10704,2025-12-20 10:08:49.631991+00:00,156.0,EUR,completed
O103105,C10705,2025-12-20 10:15:49.631991+00:00,157.5,EUR,completed
O103106,C10706,2025-12-20 10:22:49.631991+00:00,159.0,EUR,completed
O103107,C10707,2025-12-20 10:29:49.631991+00:00,160.5,EUR,completed
O103108,C10708,2025-12-20 10:36:49.631991+00:00,162.0,EUR,completed
O103109,C10709,2025-12-20 10:43:49.631991+00:00,163.5,EUR,completed
O103110,C10710,2025-12-20 10:50:49.631991+00:00,165.0,EUR,completed
O103111,C10711,2025-12-20 10:57:49.631991+00:00,-10.0,EUR,completed
O103112,C10712,2025-12-20 11:04:49.631991+00:00,168.0,EUR,completed
O103113,C10713,2025-12-20 11:11:49.631991+00:00,169.5,EUR,completed
O103114,C10714,2025-12-20 11:18:49.631991+00:00,171.0,EUR,completed
O103115,C10715,2025-12-20 11:25:49.631991+00:00,172.5,EUR,completed
O103116,C10716,2025-12-20 11:32:49.631991+00:00,174.0,EUR,completed
O103117,C10717,2025-12-20 11:39:49.631991+00:00,175.5,EUR,refunded
O103118,C10718,2025-12-20 11:46:49.631991+00:00,177.0,EUR,completed
O103119,C10719,2025-12-20 11:53:49.631991+00:00,178.5,EUR,completed
O103120,C10720,2025-12-20 12:00:49.631991+00:00,180.0,EUR,completed
O103121,C10721,2025-12-20 12:07:49.631991+00:00,181.5,EUR,completed
O103122,C10722,2025-12-20 12:14:49.631991+00:00,183.0,EUR,cancelled
O103123,C10723,2025-12-20 12:21:49.631991+00:00,184.5,EUR,cancelled
O103124,C10724,2025-12-20 12:28:49.631991+00:00,186.0,EUR,completed
O103125,C10725,2025-12-20 12:35:49.631991+00:00,187.5,EUR,completed
O103126,C10726,2025-12-20 12:42:49.631991+00:00,189.0,EUR,completed
O103127,C10727,2025-12-20 12:49:49.631991+00:00,190.5,EUR,completed
O103128,C10728,2025-12-20 12:56:49.631991+00:00,192.0,EUR,completed
O103129,C10729,2025-12-20 13:03:49.631991+00:00,193.5,EUR,completed
O103130,C10730,2025-12-20 13:10:49.631991+00:00,195.0,EUR,completed
O103131,C10731,2025-12-20 13:17:49.631991+00:00,196.5,EUR,completed
O103132,C10732,2025-12-20 13:24:49.631991+00:00,198.0,EUR,completed
O103133,C10733,2025-12-20 13:31:49.631991+00:00,199.5,EUR,completed
O103134,C10734,2025-12-20 13:38:49.631991+00:00,201.0,EUR,completed
O103135,C10735,2025-12-20 13:45:49.631991+00:00,202.5,EUR,completed
O103136,C10736,2025-12-20 13:52:49.631991+00:00,204.0,EUR,completed
O103137,C10737,2025-12-20 13:59:49.631991+00:00,205.5,EUR,completed
O103138,C10738,2025-12-20 14:06:49.631991+00:00,207.0,EUR,completed
O103139,C10739,2025-12-20 14:13:49.631991+00:00,208.5,EUR,completed
O103140,C10740,2025-12-20 14:20:49.631991+00:00,210.0,EUR,completed
O103141,C10741,2025-12-20 14:27:49.631991+00:00,211.5,EUR,completed
O103142,C10742,2025-12-20 14:34:49.631991+00:00,213.0,EUR,completed
O103143,C10743,2025-12-20 14:41:49.631991+00:00,214.5,EUR,completed
O103144,C10744,2025-12-20 14:48:49.631991+00:00,216.0,EUR,completed
O103145,C10745,2025-12-20 14:55:49.631991+00:00,217.5,EUR,completed
O103146,C10746,2025-12-20 15:02:49.631991+00:00,219.0,EUR,completed
O103147,C10747,2025-12-20 15:09:49.631991+00:00,220.5,EUR,completed
O103148,C10748,2025-12-20 15:16:49.631991+00:00,222.0,EUR,completed
O103149,C10749,2025-12-20 15:23:49.631991+00:00,223.5,EUR,completed
O103150,C10750,2025-12-20 15:30:49.631991+00:00,225.0,EUR,completed
O103151,C10751,2025-12-20 15:37:49.631991+00:00,226.5,EUR,completed
O103152,C10752,2025-12-20 15:44:49.631991+00:00,228.0,EUR,completed
O103153,C10753,2025-12-20 15:51:49.631991+00:00,229.5,EUR,completed
O103154,C10754,2025-12-20 15:58:49.631991+00:00,231.0,EUR,completed
O103155,C10755,2025-12-20 16:05:49.631991+00:00,232.5,EUR,completed
O103156,C10756,2025-12-20 16:12:49.631991+00:00,234.0,EUR,completed
O103157,C10757,2025-12-20 16:19:49.631991+00:00,235.5,EUR,completed
O103158,C10758,2025-12-20 16:26:49.631991+00:00,237.0,EUR,cancelled
O103159,C10759,2025-12-20 16:33:49.631991+00:00,238.5,EUR,completed
O103160,C10760,2025-12-20 16:40:49.631991+00:00,240.0,EUR,completed
O103161,C10761,2025-12-20 16:47:49.631991+00:00,241.5,EUR,completed
O103162,C10762,2025-12-20 16:54:49.631991+00:00,243.0,EUR,completed
O103163,C10763,2025-12-20 17:01:49.631991+00:00,244.5,EUR,completed
O103164,C10764,2025-12-20 17:08:49.631991+00:00,246.0,EUR,completed
O103165,C10765,2025-12-20 17:15:49.631991+00:00,247.5,EUR,completed
O103166,C10766,2025-12-20 17:22:49.631991+00:00,249.0,EUR,completed
O103167,C10767,2025-12-20 17:29:49.631991+00:00,250.5,EUR,completed
O103168,C10768,2025-12-20 17:36:49.631991+00:00,252.0,EUR,completed
O103169,C10769,2025-12-20 17:43:49.631991+00:00,253.5,EUR,completed
O103170,C10770,2025-12-20 17:50:49.631991+00:00,255.0,EUR,completed
O103171,C10771,2025-12-20 17:57:49.631991+00:00,256.5,EUR,completed
O103172,C10772,2025-12-20 18:04:49.631991+00:00,258.0,EUR,completed
O103173,C10773,2025-12-20 18:11:49.631991+00:00,259.5,EUR,completed
O103174,C10774,2025-12-20 18:18:49.631991+00:00,261.0,EUR,completed
O103175,C10775,2025-12-20 18:25:49.631991+00:00,262.5,EUR,completed
O103176,C10776,2025-12-20 18:32:49.631991+00:00,264.0,EUR,completed
O103177,C10777,2025-12-20 18:39:49.631991+00:00,265.5,EUR,completed
O103178,C10778,2025-12-20 18:46:49.631991+00:00,267.0,EUR,completed
O103179,C10779,2025-12-20 18:53:49.631991+00:00,268.5,EUR,completed
O103180,C10780,2025-12-20 19:00:49.631991+00:00,270.0,EUR,completed
O103181,C10781,2025-12-20 19:07:49.631991+00:00,271.5,EUR,completed
O103182,C10782,2025-12-20 19:14:49.631991+00:00,273.0,EUR,completed
O103183,C10783,2025-12-20 19:21:49.631991+00:00,274.5,EUR,completed
O103184,C10784,2025-12-20 19:28:49.631991+00:00,276.0,EUR,completed
O103185,C10785,2025-12-20 19:35:49.631991+00:00,277.5,EUR,cancelled
O103186,C10786,2025-12-20 19:42:49.631991+00:00,279.0,EUR,completed
O103187,C10787,2025-12-20 19:49:49.631991+00:00,280.5,EUR,completed
